issue number,date,number,place1,place2,place3,day of week,year,month,day,,,,,,,,,,,,,,,
5546,2020/10/19,829,8,2,9,Monday,2020,10,19,,,,,,,,,,,,,,,
5547,2020/10/20,963,9,6,3,Tuesday,2020,10,20,,,,,,,,,,,,,,,
5548,2020/10/21,777,7,7,7,Wednesday,2020,10,21,,,,,,,,,,,,,,,
5549,2020/10/22,118,1,1,8,Thursday,2020,10,22,,,,,,,,,,,,,,,
5550,2020/10/23,846,8,4,6,Friday,2020,10,23,,,,,,,,,,,,,,,
5551,2020/10/26,937,9,3,7,Monday,2020,10,26,,,,,,,,,,,,,,,
5552,2020/10/27,129,1,2,9,Tuesday,2020,10,27,,,,,,,,,,,,,,,
5553,2020/10/28,862,8,6,2,Wednesday,2020,10,28,,,,,,,,,,,,,,,
5554,2020/10/29,481,4,8,1,Thursday,2020,10,29,,,,,,,,,,,,,,,
5555,2020/10/30,458,4,5,8,Friday,2020,10,30,,,,,,,,,,,,,,,
5556,2020/11/2,761,7,6,1,Monday,2020,11,2,,,,,,,,,,,,,,,
5557,2020/11/3,210,2,1,0,Tuesday,2020,11,3,,,,,,,,,,,,,,,
5558,2020/11/4,322,3,2,2,Wednesday,2020,11,4,,,,,,,,,,,,,,,
5559,2020/11/5,993,9,9,3,Thursday,2020,11,5,,,,,,,,,,,,,,,
5560,2020/11/6,415,4,1,5,Friday,2020,11,6,,,,,,,,,,,,,,,
5561,2020/11/9,174,1,7,4,Monday,2020,11,9,,,,,,,,,,,,,,,
5562,2020/11/10,242,2,4,2,Tuesday,2020,11,10,,,,,,,,,,,,,,,
5563,2020/11/11,287,2,8,7,Wednesday,2020,11,11,,,,,,,,,,,,,,,
5564,2020/11/12,475,4,7,5,Thursday,2020,11,12,,,,,,,,,,,,,,,
5565,2020/11/13,922,9,2,2,Friday,2020,11,13,,,,,,,,,,,,,,,
5566,2020/11/16,842,8,4,2,Monday,2020,11,16,,,,,,,,,,,,,,,
5567,2020/11/17,136,1,3,6,Tuesday,2020,11,17,,,,,,,,,,,,,,,
5568,2020/11/18,346,3,4,6,Wednesday,2020,11,18,,,,,,,,,,,,,,,
5569,2020/11/19,0,0,0,0,Thursday,2020,11,19,,,,,,,,,,,,,,,
5570,2020/11/20,321,3,2,1,Friday,2020,11,20,,,,,,,,,,,,,,,
5571,2020/11/23,14,0,1,4,Monday,2020,11,23,,,,,,,,,,,,,,,
5572,2020/11/24,998,9,9,8,Tuesday,2020,11,24,,,,,,,,,,,,,,,
5573,2020/11/25,945,9,4,5,Wednesday,2020,11,25,,,,,,,,,,,,,,,
5574,2020/11/26,171,1,7,1,Thursday,2020,11,26,,,,,,,,,,,,,,,
5575,2020/11/27,282,2,8,2,Friday,2020,11,27,,,,,,,,,,,,,,,
5576,2020/11/30,571,5,7,1,Monday,2020,11,30,,,,,,,,,,,,,,,
5577,2020/12/1,659,6,5,9,Tuesday,2020,12,1,,,,,,,,,,,,,,,
5578,2020/12/2,729,7,2,9,Wednesday,2020,12,2,,,,,,,,,,,,,,,
5579,2020/12/3,275,2,7,5,Thursday,2020,12,3,,,,,,,,,,,,,,,
5580,2020/12/4,201,2,0,1,Friday,2020,12,4,,,,,,,,,,,,,,,
5581,2020/12/7,314,3,1,4,Monday,2020,12,7,,,,,,,,,,,,,,,
5582,2020/12/8,898,8,9,8,Tuesday,2020,12,8,,,,,,,,,,,,,,,
5583,2020/12/9,693,6,9,3,Wednesday,2020,12,9,,,,,,,,,,,,,,,
5584,2020/12/10,823,8,2,3,Thursday,2020,12,10,,,,,,,,,,,,,,,
5585,2020/12/11,831,8,3,1,Friday,2020,12,11,,,,,,,,,,,,,,,
5586,2020/12/14,688,6,8,8,Monday,2020,12,14,,,,,,,,,,,,,,,
5587,2020/12/15,377,3,7,7,Tuesday,2020,12,15,,,,,,,,,,,,,,,
5588,2020/12/16,364,3,6,4,Wednesday,2020,12,16,,,,,,,,,,,,,,,
5589,2020/12/17,711,7,1,1,Thursday,2020,12,17,,,,,,,,,,,,,,,
5590,2020/12/18,17,0,1,7,Friday,2020,12,18,,,,,,,,,,,,,,,
5591,2020/12/21,421,4,2,1,Monday,2020,12,21,,,,,,,,,,,,,,,
5592,2020/12/22,689,6,8,9,Tuesday,2020,12,22,,,,,,,,,,,,,,,
5593,2020/12/23,485,4,8,5,Wednesday,2020,12,23,,,,,,,,,,,,,,,
5594,2020/12/24,316,3,1,6,Thursday,2020,12,24,,,,,,,,,,,,,,,
5595,2020/12/25,588,5,8,8,Friday,2020,12,25,,,,,,,,,,,,,,,
5596,2020/12/28,925,9,2,5,Monday,2020,12,28,,,,,,,,,,,,,,,
5597,2020/12/29,439,4,3,9,Tuesday,2020,12,29,,,,,,,,,,,,,,,
5598,2020/12/30,13,0,1,3,Wednesday,2020,12,30,,,,,,,,,,,,,,,
5599,2021/1/4,489,4,8,9,Monday,2021,1,4,,,,,,,,,,,,,,,
5600,2021/1/5,715,7,1,5,Tuesday,2021,1,5,,,,,,,,,,,,,,,
5601,2021/1/6,325,3,2,5,Wednesday,2021,1,6,,,,,,,,,,,,,,,
5602,2021/1/7,762,7,6,2,Thursday,2021,1,7,,,,,,,,,,,,,,,
5603,2021/1/8,229,2,2,9,Friday,2021,1,8,,,,,,,,,,,,,,,
5604,2021/1/11,51,0,5,1,Monday,2021,1,11,,,,,,,,,,,,,,,
5605,2021/1/12,197,1,9,7,Tuesday,2021,1,12,,,,,,,,,,,,,,,
5606,2021/1/13,517,5,1,7,Wednesday,2021,1,13,,,,,,,,,,,,,,,
5607,2021/1/14,53,0,5,3,Thursday,2021,1,14,,,,,,,,,,,,,,,
5608,2021/1/15,740,7,4,0,Friday,2021,1,15,,,,,,,,,,,,,,,
5609,2021/1/18,240,2,4,0,Monday,2021,1,18,,,,,,,,,,,,,,,
5610,2021/1/19,355,3,5,5,Tuesday,2021,1,19,,,,,,,,,,,,,,,
5611,2021/1/20,294,2,9,4,Wednesday,2021,1,20,,,,,,,,,,,,,,,
5612,2021/1/21,923,9,2,3,Thursday,2021,1,21,,,,,,,,,,,,,,,
5613,2021/1/22,635,6,3,5,Friday,2021,1,22,,,,,,,,,,,,,,,
5614,2021/1/25,196,1,9,6,Monday,2021,1,25,,,,,,,,,,,,,,,
5615,2021/1/26,240,2,4,0,Tuesday,2021,1,26,,,,,,,,,,,,,,,
5616,2021/1/27,602,6,0,2,Wednesday,2021,1,27,,,,,,,,,,,,,,,
5617,2021/1/28,951,9,5,1,Thursday,2021,1,28,,,,,,,,,,,,,,,
5618,2021/1/29,698,6,9,8,Friday,2021,1,29,,,,,,,,,,,,,,,
5619,2021/2/1,514,5,1,4,Monday,2021,2,1,,,,,,,,,,,,,,,
5620,2021/2/2,509,5,0,9,Tuesday,2021,2,2,,,,,,,,,,,,,,,
5621,2021/2/3,398,3,9,8,Wednesday,2021,2,3,,,,,,,,,,,,,,,
5622,2021/2/4,704,7,0,4,Thursday,2021,2,4,,,,,,,,,,,,,,,
5623,2021/2/5,281,2,8,1,Friday,2021,2,5,,,,,,,,,,,,,,,
5624,2021/2/8,357,3,5,7,Monday,2021,2,8,,,,,,,,,,,,,,,
5625,2021/2/9,486,4,8,6,Tuesday,2021,2,9,,,,,,,,,,,,,,,
5626,2021/2/10,843,8,4,3,Wednesday,2021,2,10,,,,,,,,,,,,,,,
5627,2021/2/11,641,6,4,1,Thursday,2021,2,11,,,,,,,,,,,,,,,
5628,2021/2/12,0,0,0,0,Friday,2021,2,12,,,,,,,,,,,,,,,
5629,2021/2/15,744,7,4,4,Monday,2021,2,15,,,,,,,,,,,,,,,
5630,2021/2/16,785,7,8,5,Tuesday,2021,2,16,,,,,,,,,,,,,,,
5631,2021/2/17,3,0,0,3,Wednesday,2021,2,17,,,,,,,,,,,,,,,
5632,2021/2/18,912,9,1,2,Thursday,2021,2,18,,,,,,,,,,,,,,,
5633,2021/2/19,154,1,5,4,Friday,2021,2,19,,,,,,,,,,,,,,,
5634,2021/2/22,179,1,7,9,Monday,2021,2,22,,,,,,,,,,,,,,,
5635,2021/2/23,862,8,6,2,Tuesday,2021,2,23,,,,,,,,,,,,,,,
5636,2021/2/24,385,3,8,5,Wednesday,2021,2,24,,,,,,,,,,,,,,,
5637,2021/2/25,997,9,9,7,Thursday,2021,2,25,,,,,,,,,,,,,,,
5638,2021/2/26,298,2,9,8,Friday,2021,2,26,,,,,,,,,,,,,,,
5639,2021/3/1,246,2,4,6,Monday,2021,3,1,,,,,,,,,,,,,,,
5640,2021/3/2,934,9,3,4,Tuesday,2021,3,2,,,,,,,,,,,,,,,
5641,2021/3/3,291,2,9,1,Wednesday,2021,3,3,,,,,,,,,,,,,,,
5642,2021/3/4,931,9,3,1,Thursday,2021,3,4,,,,,,,,,,,,,,,
5643,2021/3/5,831,8,3,1,Friday,2021,3,5,,,,,,,,,,,,,,,
5644,2021/3/8,97,0,9,7,Monday,2021,3,8,,,,,,,,,,,,,,,
5645,2021/3/9,807,8,0,7,Tuesday,2021,3,9,,,,,,,,,,,,,,,
5646,2021/3/10,566,5,6,6,Wednesday,2021,3,10,,,,,,,,,,,,,,,
5647,2021/3/11,767,7,6,7,Thursday,2021,3,11,,,,,,,,,,,,,,,
5648,2021/3/12,759,7,5,9,Friday,2021,3,12,,,,,,,,,,,,,,,
5649,2021/3/15,351,3,5,1,Monday,2021,3,15,,,,,,,,,,,,,,,
5650,2021/3/16,642,6,4,2,Tuesday,2021,3,16,,,,,,,,,,,,,,,
5651,2021/3/17,881,8,8,1,Wednesday,2021,3,17,,,,,,,,,,,,,,,
5652,2021/3/18,347,3,4,7,Thursday,2021,3,18,,,,,,,,,,,,,,,
5653,2021/3/19,989,9,8,9,Friday,2021,3,19,,,,,,,,,,,,,,,
5654,2021/3/22,48,0,4,8,Monday,2021,3,22,,,,,,,,,,,,,,,
5655,2021/3/23,369,3,6,9,Tuesday,2021,3,23,,,,,,,,,,,,,,,
5656,2021/3/24,876,8,7,6,Wednesday,2021,3,24,,,,,,,,,,,,,,,
5657,2021/3/25,548,5,4,8,Thursday,2021,3,25,,,,,,,,,,,,,,,
5658,2021/3/26,20,0,2,0,Friday,2021,3,26,,,,,,,,,,,,,,,
5659,2021/3/29,574,5,7,4,Monday,2021,3,29,,,,,,,,,,,,,,,
5660,2021/3/30,526,5,2,6,Tuesday,2021,3,30,,,,,,,,,,,,,,,
5661,2021/3/31,985,9,8,5,Wednesday,2021,3,31,,,,,,,,,,,,,,,
5662,2021/4/1,655,6,5,5,Thursday,2021,4,1,,,,,,,,,,,,,,,
5663,2021/4/2,933,9,3,3,Friday,2021,4,2,,,,,,,,,,,,,,,
5664,2021/4/5,415,4,1,5,Monday,2021,4,5,,,,,,,,,,,,,,,
5665,2021/4/6,53,0,5,3,Tuesday,2021,4,6,,,,,,,,,,,,,,,
5666,2021/4/7,742,7,4,2,Wednesday,2021,4,7,,,,,,,,,,,,,,,
5667,2021/4/8,611,6,1,1,Thursday,2021,4,8,,,,,,,,,,,,,,,
5668,2021/4/9,684,6,8,4,Friday,2021,4,9,,,,,,,,,,,,,,,
5669,2021/4/12,178,1,7,8,Monday,2021,4,12,,,,,,,,,,,,,,,
5670,2021/4/13,136,1,3,6,Tuesday,2021,4,13,,,,,,,,,,,,,,,
5671,2021/4/14,680,6,8,0,Wednesday,2021,4,14,,,,,,,,,,,,,,,
5672,2021/4/15,16,0,1,6,Thursday,2021,4,15,,,,,,,,,,,,,,,
5673,2021/4/16,623,6,2,3,Friday,2021,4,16,,,,,,,,,,,,,,,
5674,2021/4/19,750,7,5,0,Monday,2021,4,19,,,,,,,,,,,,,,,
5675,2021/4/20,526,5,2,6,Tuesday,2021,4,20,,,,,,,,,,,,,,,
5676,2021/4/21,258,2,5,8,Wednesday,2021,4,21,,,,,,,,,,,,,,,
5677,2021/4/22,148,1,4,8,Thursday,2021,4,22,,,,,,,,,,,,,,,
5678,2021/4/23,762,7,6,2,Friday,2021,4,23,,,,,,,,,,,,,,,
5679,2021/4/26,109,1,0,9,Monday,2021,4,26,,,,,,,,,,,,,,,
5680,2021/4/27,53,0,5,3,Tuesday,2021,4,27,,,,,,,,,,,,,,,
5681,2021/4/28,537,5,3,7,Wednesday,2021,4,28,,,,,,,,,,,,,,,
5682,2021/4/29,755,7,5,5,Thursday,2021,4,29,,,,,,,,,,,,,,,
5683,2021/4/30,50,0,5,0,Friday,2021,4,30,,,,,,,,,,,,,,,
5684,2021/5/3,971,9,7,1,Monday,2021,5,3,,,,,,,,,,,,,,,
5685,2021/5/4,465,4,6,5,Tuesday,2021,5,4,,,,,,,,,,,,,,,
5686,2021/5/5,782,7,8,2,Wednesday,2021,5,5,,,,,,,,,,,,,,,
5687,2021/5/6,475,4,7,5,Thursday,2021,5,6,,,,,,,,,,,,,,,
5688,2021/5/7,68,0,6,8,Friday,2021,5,7,,,,,,,,,,,,,,,
5689,2021/5/10,860,8,6,0,Monday,2021,5,10,,,,,,,,,,,,,,,
5690,2021/5/11,753,7,5,3,Tuesday,2021,5,11,,,,,,,,,,,,,,,
5691,2021/5/12,265,2,6,5,Wednesday,2021,5,12,,,,,,,,,,,,,,,
5692,2021/5/13,958,9,5,8,Thursday,2021,5,13,,,,,,,,,,,,,,,
5693,2021/5/14,863,8,6,3,Friday,2021,5,14,,,,,,,,,,,,,,,
5694,2021/5/17,615,6,1,5,Monday,2021,5,17,,,,,,,,,,,,,,,
5695,2021/5/18,270,2,7,0,Tuesday,2021,5,18,,,,,,,,,,,,,,,
5696,2021/5/19,855,8,5,5,Wednesday,2021,5,19,,,,,,,,,,,,,,,
5697,2021/5/20,130,1,3,0,Thursday,2021,5,20,,,,,,,,,,,,,,,
5698,2021/5/21,151,1,5,1,Friday,2021,5,21,,,,,,,,,,,,,,,
5699,2021/5/24,52,0,5,2,Monday,2021,5,24,,,,,,,,,,,,,,,
5700,2021/5/25,369,3,6,9,Tuesday,2021,5,25,,,,,,,,,,,,,,,
5701,2021/5/26,576,5,7,6,Wednesday,2021,5,26,,,,,,,,,,,,,,,
5702,2021/5/27,635,6,3,5,Thursday,2021,5,27,,,,,,,,,,,,,,,
5703,2021/5/28,282,2,8,2,Friday,2021,5,28,,,,,,,,,,,,,,,
5704,2021/5/31,493,4,9,3,Monday,2021,5,31,,,,,,,,,,,,,,,
5705,2021/6/1,117,1,1,7,Tuesday,2021,6,1,,,,,,,,,,,,,,,
5706,2021/6/2,948,9,4,8,Wednesday,2021,6,2,,,,,,,,,,,,,,,
5707,2021/6/3,633,6,3,3,Thursday,2021,6,3,,,,,,,,,,,,,,,
5708,2021/6/4,227,2,2,7,Friday,2021,6,4,,,,,,,,,,,,,,,
5709,2021/6/7,118,1,1,8,Monday,2021,6,7,,,,,,,,,,,,,,,
5710,2021/6/8,841,8,4,1,Tuesday,2021,6,8,,,,,,,,,,,,,,,
5711,2021/6/9,736,7,3,6,Wednesday,2021,6,9,,,,,,,,,,,,,,,
5712,2021/6/10,746,7,4,6,Thursday,2021,6,10,,,,,,,,,,,,,,,
5713,2021/6/11,695,6,9,5,Friday,2021,6,11,,,,,,,,,,,,,,,
5714,2021/6/14,901,9,0,1,Monday,2021,6,14,,,,,,,,,,,,,,,
5715,2021/6/15,108,1,0,8,Tuesday,2021,6,15,,,,,,,,,,,,,,,
5716,2021/6/16,553,5,5,3,Wednesday,2021,6,16,,,,,,,,,,,,,,,
5717,2021/6/17,89,0,8,9,Thursday,2021,6,17,,,,,,,,,,,,,,,
5718,2021/6/18,752,7,5,2,Friday,2021,6,18,,,,,,,,,,,,,,,
5719,2021/6/21,367,3,6,7,Monday,2021,6,21,,,,,,,,,,,,,,,
5720,2021/6/22,400,4,0,0,Tuesday,2021,6,22,,,,,,,,,,,,,,,
5721,2021/6/23,836,8,3,6,Wednesday,2021,6,23,,,,,,,,,,,,,,,
5722,2021/6/24,153,1,5,3,Thursday,2021,6,24,,,,,,,,,,,,,,,
5723,2021/6/25,93,0,9,3,Friday,2021,6,25,,,,,,,,,,,,,,,
5724,2021/6/28,479,4,7,9,Monday,2021,6,28,,,,,,,,,,,,,,,
5725,2021/6/29,736,7,3,6,Tuesday,2021,6,29,,,,,,,,,,,,,,,
5726,2021/6/30,389,3,8,9,Wednesday,2021,6,30,,,,,,,,,,,,,,,
5727,2021/7/1,472,4,7,2,Thursday,2021,7,1,,,,,,,,,,,,,,,
5728,2021/7/2,759,7,5,9,Friday,2021,7,2,,,,,,,,,,,,,,,
5729,2021/7/5,591,5,9,1,Monday,2021,7,5,,,,,,,,,,,,,,,
5730,2021/7/6,641,6,4,1,Tuesday,2021,7,6,,,,,,,,,,,,,,,
5731,2021/7/7,888,8,8,8,Wednesday,2021,7,7,,,,,,,,,,,,,,,
5732,2021/7/8,758,7,5,8,Thursday,2021,7,8,,,,,,,,,,,,,,,
5733,2021/7/9,292,2,9,2,Friday,2021,7,9,,,,,,,,,,,,,,,
5734,2021/7/12,768,7,6,8,Monday,2021,7,12,,,,,,,,,,,,,,,
5735,2021/7/13,293,2,9,3,Tuesday,2021,7,13,,,,,,,,,,,,,,,
5736,2021/7/14,740,7,4,0,Wednesday,2021,7,14,,,,,,,,,,,,,,,
5737,2021/7/15,920,9,2,0,Thursday,2021,7,15,,,,,,,,,,,,,,,
5738,2021/7/16,90,0,9,0,Friday,2021,7,16,,,,,,,,,,,,,,,
5739,2021/7/19,415,4,1,5,Monday,2021,7,19,,,,,,,,,,,,,,,
5740,2021/7/20,900,9,0,0,Tuesday,2021,7,20,,,,,,,,,,,,,,,
5741,2021/7/21,803,8,0,3,Wednesday,2021,7,21,,,,,,,,,,,,,,,
5742,2021/7/22,764,7,6,4,Thursday,2021,7,22,,,,,,,,,,,,,,,
5743,2021/7/23,378,3,7,8,Friday,2021,7,23,,,,,,,,,,,,,,,
5744,2021/7/26,388,3,8,8,Monday,2021,7,26,,,,,,,,,,,,,,,
5745,2021/7/27,556,5,5,6,Tuesday,2021,7,27,,,,,,,,,,,,,,,
5746,2021/7/28,614,6,1,4,Wednesday,2021,7,28,,,,,,,,,,,,,,,
5747,2021/7/29,764,7,6,4,Thursday,2021,7,29,,,,,,,,,,,,,,,
5748,2021/7/30,704,7,0,4,Friday,2021,7,30,,,,,,,,,,,,,,,
5749,2021/8/2,239,2,3,9,Monday,2021,8,2,,,,,,,,,,,,,,,
5750,2021/8/3,240,2,4,0,Tuesday,2021,8,3,,,,,,,,,,,,,,,
5751,2021/8/4,696,6,9,6,Wednesday,2021,8,4,,,,,,,,,,,,,,,
5752,2021/8/5,345,3,4,5,Thursday,2021,8,5,,,,,,,,,,,,,,,
5753,2021/8/6,163,1,6,3,Friday,2021,8,6,,,,,,,,,,,,,,,
5754,2021/8/9,419,4,1,9,Monday,2021,8,9,,,,,,,,,,,,,,,
5755,2021/8/10,599,5,9,9,Tuesday,2021,8,10,,,,,,,,,,,,,,,
5756,2021/8/11,261,2,6,1,Wednesday,2021,8,11,,,,,,,,,,,,,,,
5757,2021/8/12,745,7,4,5,Thursday,2021,8,12,,,,,,,,,,,,,,,
5758,2021/8/13,707,7,0,7,Friday,2021,8,13,,,,,,,,,,,,,,,
5759,2021/8/16,746,7,4,6,Monday,2021,8,16,,,,,,,,,,,,,,,
5760,2021/8/17,630,6,3,0,Tuesday,2021,8,17,,,,,,,,,,,,,,,
5761,2021/8/18,144,1,4,4,Wednesday,2021,8,18,,,,,,,,,,,,,,,
5762,2021/8/19,34,0,3,4,Thursday,2021,8,19,,,,,,,,,,,,,,,
5763,2021/8/20,862,8,6,2,Friday,2021,8,20,,,,,,,,,,,,,,,
5764,2021/8/23,128,1,2,8,Monday,2021,8,23,,,,,,,,,,,,,,,
5765,2021/8/24,841,8,4,1,Tuesday,2021,8,24,,,,,,,,,,,,,,,
5766,2021/8/25,760,7,6,0,Wednesday,2021,8,25,,,,,,,,,,,,,,,
5767,2021/8/26,987,9,8,7,Thursday,2021,8,26,,,,,,,,,,,,,,,
5768,2021/8/27,413,4,1,3,Friday,2021,8,27,,,,,,,,,,,,,,,
5769,2021/8/30,412,4,1,2,Monday,2021,8,30,,,,,,,,,,,,,,,
5770,2021/8/31,335,3,3,5,Tuesday,2021,8,31,,,,,,,,,,,,,,,
5771,2021/9/1,502,5,0,2,Wednesday,2021,9,1,,,,,,,,,,,,,,,
5772,2021/9/2,933,9,3,3,Thursday,2021,9,2,,,,,,,,,,,,,,,
5773,2021/9/3,99,0,9,9,Friday,2021,9,3,,,,,,,,,,,,,,,
5774,2021/9/6,595,5,9,5,Monday,2021,9,6,,,,,,,,,,,,,,,
5775,2021/9/7,59,0,5,9,Tuesday,2021,9,7,,,,,,,,,,,,,,,
5776,2021/9/8,547,5,4,7,Wednesday,2021,9,8,,,,,,,,,,,,,,,
5777,2021/9/9,916,9,1,6,Thursday,2021,9,9,,,,,,,,,,,,,,,
5778,2021/9/10,931,9,3,1,Friday,2021,9,10,,,,,,,,,,,,,,,
5779,2021/9/13,40,0,4,0,Monday,2021,9,13,,,,,,,,,,,,,,,
5780,2021/9/14,468,4,6,8,Tuesday,2021,9,14,,,,,,,,,,,,,,,
5781,2021/9/15,32,0,3,2,Wednesday,2021,9,15,,,,,,,,,,,,,,,
5782,2021/9/16,662,6,6,2,Thursday,2021,9,16,,,,,,,,,,,,,,,
5783,2021/9/17,714,7,1,4,Friday,2021,9,17,,,,,,,,,,,,,,,
5784,2021/9/20,723,7,2,3,Monday,2021,9,20,,,,,,,,,,,,,,,
5785,2021/9/21,114,1,1,4,Tuesday,2021,9,21,,,,,,,,,,,,,,,
5786,2021/9/22,708,7,0,8,Wednesday,2021,9,22,,,,,,,,,,,,,,,
5787,2021/9/23,975,9,7,5,Thursday,2021,9,23,,,,,,,,,,,,,,,
5788,2021/9/24,262,2,6,2,Friday,2021,9,24,,,,,,,,,,,,,,,
5789,2021/9/27,275,2,7,5,Monday,2021,9,27,,,,,,,,,,,,,,,
5790,2021/9/28,226,2,2,6,Tuesday,2021,9,28,,,,,,,,,,,,,,,
5791,2021/9/29,610,6,1,0,Wednesday,2021,9,29,,,,,,,,,,,,,,,
5792,2021/9/30,606,6,0,6,Thursday,2021,9,30,,,,,,,,,,,,,,,
5793,2021/10/1,910,9,1,0,Friday,2021,10,1,,,,,,,,,,,,,,,
5794,2021/10/4,876,8,7,6,Monday,2021,10,4,,,,,,,,,,,,,,,
5795,2021/10/5,33,0,3,3,Tuesday,2021,10,5,,,,,,,,,,,,,,,
5796,2021/10/6,649,6,4,9,Wednesday,2021,10,6,,,,,,,,,,,,,,,
5797,2021/10/7,716,7,1,6,Thursday,2021,10,7,,,,,,,,,,,,,,,
5798,2021/10/8,71,0,7,1,Friday,2021,10,8,,,,,,,,,,,,,,,
5799,2021/10/11,473,4,7,3,Monday,2021,10,11,,,,,,,,,,,,,,,
5800,2021/10/12,461,4,6,1,Tuesday,2021,10,12,,,,,,,,,,,,,,,
5801,2021/10/13,642,6,4,2,Wednesday,2021,10,13,,,,,,,,,,,,,,,
5802,2021/10/14,19,0,1,9,Thursday,2021,10,14,,,,,,,,,,,,,,,
5803,2021/10/15,968,9,6,8,Friday,2021,10,15,,,,,,,,,,,,,,,
5804,2021/10/18,527,5,2,7,Monday,2021,10,18,,,,,,,,,,,,,,,
5805,2021/10/19,491,4,9,1,Tuesday,2021,10,19,,,,,,,,,,,,,,,
5806,2021/10/20,353,3,5,3,Wednesday,2021,10,20,,,,,,,,,,,,,,,
5807,2021/10/21,722,7,2,2,Thursday,2021,10,21,,,,,,,,,,,,,,,
5808,2021/10/22,426,4,2,6,Friday,2021,10,22,,,,,,,,,,,,,,,
5809,2021/10/25,970,9,7,0,Monday,2021,10,25,,,,,,,,,,,,,,,
5810,2021/10/26,495,4,9,5,Tuesday,2021,10,26,,,,,,,,,,,,,,,
5811,2021/10/27,488,4,8,8,Wednesday,2021,10,27,,,,,,,,,,,,,,,
5812,2021/10/28,187,1,8,7,Thursday,2021,10,28,,,,,,,,,,,,,,,
5813,2021/10/29,236,2,3,6,Friday,2021,10,29,,,,,,,,,,,,,,,
5814,2021/11/1,42,0,4,2,Monday,2021,11,1,,,,,,,,,,,,,,,
5815,2021/11/2,265,2,6,5,Tuesday,2021,11,2,,,,,,,,,,,,,,,
5816,2021/11/3,188,1,8,8,Wednesday,2021,11,3,,,,,,,,,,,,,,,
5817,2021/11/4,63,0,6,3,Thursday,2021,11,4,,,,,,,,,,,,,,,
5818,2021/11/5,169,1,6,9,Friday,2021,11,5,,,,,,,,,,,,,,,
5819,2021/11/8,576,5,7,6,Monday,2021,11,8,,,,,,,,,,,,,,,
5820,2021/11/9,24,0,2,4,Tuesday,2021,11,9,,,,,,,,,,,,,,,
5821,2021/11/10,905,9,0,5,Wednesday,2021,11,10,,,,,,,,,,,,,,,
5822,2021/11/11,748,7,4,8,Thursday,2021,11,11,,,,,,,,,,,,,,,
5823,2021/11/12,635,6,3,5,Friday,2021,11,12,,,,,,,,,,,,,,,
5824,2021/11/15,245,2,4,5,Monday,2021,11,15,,,,,,,,,,,,,,,
5825,2021/11/16,313,3,1,3,Tuesday,2021,11,16,,,,,,,,,,,,,,,
5826,2021/11/17,967,9,6,7,Wednesday,2021,11,17,,,,,,,,,,,,,,,
5827,2021/11/18,802,8,0,2,Thursday,2021,11,18,,,,,,,,,,,,,,,
5828,2021/11/19,571,5,7,1,Friday,2021,11,19,,,,,,,,,,,,,,,
5829,2021/11/22,363,3,6,3,Monday,2021,11,22,,,,,,,,,,,,,,,
5830,2021/11/23,549,5,4,9,Tuesday,2021,11,23,,,,,,,,,,,,,,,
5831,2021/11/24,448,4,4,8,Wednesday,2021,11,24,,,,,,,,,,,,,,,
5832,2021/11/25,357,3,5,7,Thursday,2021,11,25,,,,,,,,,,,,,,,
5833,2021/11/26,931,9,3,1,Friday,2021,11,26,,,,,,,,,,,,,,,
5834,2021/11/29,935,9,3,5,Monday,2021,11,29,,,,,,,,,,,,,,,
5835,2021/11/30,840,8,4,0,Tuesday,2021,11,30,,,,,,,,,,,,,,,
5836,2021/12/1,126,1,2,6,Wednesday,2021,12,1,,,,,,,,,,,,,,,
5837,2021/12/2,398,3,9,8,Thursday,2021,12,2,,,,,,,,,,,,,,,
5838,2021/12/3,856,8,5,6,Friday,2021,12,3,,,,,,,,,,,,,,,
5839,2021/12/6,75,0,7,5,Monday,2021,12,6,,,,,,,,,,,,,,,
5840,2021/12/7,871,8,7,1,Tuesday,2021,12,7,,,,,,,,,,,,,,,
5841,2021/12/8,570,5,7,0,Wednesday,2021,12,8,,,,,,,,,,,,,,,
5842,2021/12/9,398,3,9,8,Thursday,2021,12,9,,,,,,,,,,,,,,,
5843,2021/12/10,540,5,4,0,Friday,2021,12,10,,,,,,,,,,,,,,,
5844,2021/12/13,418,4,1,8,Monday,2021,12,13,,,,,,,,,,,,,,,
5845,2021/12/14,702,7,0,2,Tuesday,2021,12,14,,,,,,,,,,,,,,,
5846,2021/12/15,728,7,2,8,Wednesday,2021,12,15,,,,,,,,,,,,,,,
5847,2021/12/16,74,0,7,4,Thursday,2021,12,16,,,,,,,,,,,,,,,
5848,2021/12/17,50,0,5,0,Friday,2021,12,17,,,,,,,,,,,,,,,
5849,2021/12/20,245,2,4,5,Monday,2021,12,20,,,,,,,,,,,,,,,
5850,2021/12/21,858,8,5,8,Tuesday,2021,12,21,,,,,,,,,,,,,,,
5851,2021/12/22,365,3,6,5,Wednesday,2021,12,22,,,,,,,,,,,,,,,
5852,2021/12/23,486,4,8,6,Thursday,2021,12,23,,,,,,,,,,,,,,,
5853,2021/12/24,69,0,6,9,Friday,2021,12,24,,,,,,,,,,,,,,,
5854,2021/12/27,692,6,9,2,Monday,2021,12,27,,,,,,,,,,,,,,,
5855,2021/12/28,553,5,5,3,Tuesday,2021,12,28,,,,,,,,,,,,,,,
